train_loss	val_loss
0.2347425869927195	0.10096586287021637
0.1386280926728472	0.09904651182889938
0.12529560806722045	0.12297240424156189
0.10856480662764315	1.1042281403541565
0.09373439036795568	0.06207389077544213
0.07955590394045162	0.059819378554821015
0.06706312672109024	0.041045840293169024
0.056477247702341	0.03217534786462784
0.05041445855516996	0.027055118411779405
0.045851256490788056	0.03404691895842552
0.04235664006245227	0.029274672508239747
0.03991125488388262	0.04056259673833847
0.037069530226849445	0.03535751350224018
0.033750718597054724	0.027505484610795973
0.03358254211151623	0.020056612581014634
0.029995516463317863	0.028317700624465942
0.029437010419068824	0.025660020038485526
0.02882205903480015	0.026855950459837914
0.02781078041336202	0.11498696553707123
0.02582674474351737	0.01610154777765274
0.024476261333014063	0.043496829971671105
0.0246488533667362	0.04196591466665268
0.02426795365533344	0.01932109898328781
0.02389107963983589	0.021345228627324103
0.021697182887414644	0.032731566041707995
0.022146254904179874	0.047194202184677125
0.020876418687094514	0.02002467703819275
0.02023808053339338	0.01580115880072117
0.020056276892324063	0.04243509978055954
0.019553460965566743	0.025558753490447998
0.019758934996394934	0.022624801933765412
0.018561360486978255	0.03103181740641594
0.019854615018231624	0.022133415818214416
0.02004599170469645	0.03247804149985314
0.018573486753379838	0.02031607061624527
0.019877103122558085	0.023163068503141402
0.01880744601370257	0.01971694099903107
0.019481416387809838	0.02286091700196266
0.019757572006757654	0.0217815915197134
0.01933910061509201	0.021979437805712224
0.01949610395514265	0.040182020127773284
0.02085013462894244	0.08326234036684037
0.02021509256060454	0.024136618703603743
0.019209574870438624	0.018977067127823828
0.01942606497579682	0.017601190514862537
0.02033187190205632	0.06543307211995125
0.019548111027047364	0.03509014730155468
0.019988622046873766	0.021833142206072808
0.02117365143072051	0.0236286721304059
0.020060831939476557	0.022428202494978906
0.019612026723533228	0.08289842243492604
0.023029158161636573	0.02246221697330475
0.020774924626565643	0.13151553839445115
0.019881830036361004	0.034701991423964504
0.021467024207891816	0.03576601825654507
